,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
43,44. Pierre-Luc Dubois,LAK,25,"Jun. 24, 1998",Canada,218 lbs - 99 kg,"6'3"" - 191 cm",C,Left,3 - Round 1 - 2016 (CBJ),,,,82,16.0,24.0,40.0,0.49,-9.0,146.0,0.11,15:42,21.1,146.0,283.0,228.0,1.0,6.89,13.36,10.77,712.0,524.0,57.61,1448.0,1073.0,57.44,1065.0,779.0,57.75,75.01,54.96,57.71,,,,,,,,,WPG,Standard (1-way),✔,"Jun. 27, 2023",25,✔,,,8,RFA,UFA,2031,"$8,500,000",10.2%,"$8,500,000","$9,000,000","$1,000,000","$9,000,000","$8,000,000",$0
44,45. Filip Forsberg,NSH,28,"Aug. 13, 1994",Sweden,205 lbs - 93 kg,"6'1"" - 185 cm",LW,Right,11 - Round 1 - 2012 (WSH),,,,82,48.0,46.0,94.0,1.15,16.0,347.0,0.14,18:54,37.72,347.0,700.0,499.0,1.46,13.44,27.1,19.32,1041.0,676.0,60.63,2082.0,1289.0,61.76,1485.0,930.0,61.49,124.15,74.03,62.65,,,,,,,,,NSH,Standard (1-way),✔,"Jul. 9, 2022",27,,,NMC,8,UFA,UFA,2030,"$8,500,000",10.3%,"$8,500,000","$10,000,000","$10,000,000","$10,000,000",$0,$0
45,46. Bo Horvat,NYI,28,"Apr. 5, 1995",Canada,215 lbs - 98 kg,"6'0"" - 183 cm",C,Left,9 - Round 1 - 2013 (VAN),,,,81,33.0,35.0,68.0,0.84,-1.0,248.0,0.13,19:41,27.32,248.0,430.0,339.0,1.03,9.33,16.17,12.75,1035.0,803.0,56.31,1949.0,1601.0,54.9,1454.0,1153.0,55.77,113.76,94.76,54.56,,,,,,,,,NYI,Standard (1-way),✔,"Feb. 5, 2023",28,,,NTC,8,UFA,UFA,2031,"$8,500,000",10.3%,"$8,500,000","$8,500,000","$8,500,000","$8,500,000",$0,$0
46,47. Leon Draisaitl,EDM,27,"Oct. 27, 1995",Germany,208 lbs - 94 kg,"6'2"" - 188 cm","C, LW",Left,3 - Round 1 - 2014 (EDM),,,,81,41.0,65.0,106.0,1.31,26.0,217.0,0.19,20:41,29.07,217.0,426.0,327.0,1.04,7.77,15.25,11.7,1125.0,757.0,59.78,2126.0,1357.0,61.04,1605.0,1039.0,60.7,150.69,85.05,63.92,,,,,,,,,EDM,Standard (1-way),,"Aug. 16, 2017",21,,,"M-NTC, NMC",8,RFA,UFA,2025,"$8,500,000",11.3%,"$8,500,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
47,48. Steven Stamkos,TBL,33,"Feb. 7, 1990",Canada,194 lbs - 88 kg,"6'1"" - 185 cm","LW, C",Right,1 - Round 1 - 2008 (TBL),,,,79,40.0,41.0,81.0,1.03,-21.0,262.0,0.15,18:13,32.59,262.0,490.0,370.0,1.36,10.91,20.41,15.41,877.0,648.0,57.51,1778.0,1249.0,58.74,1265.0,915.0,58.03,107.76,77.58,58.14,,,,,,,,,TBL,Standard (1-way),✔,"Jun. 29, 2016",26,,,NMC,8,UFA,UFA,2024,"$8,500,000",11.6%,"$8,500,000","$6,500,000","$1,000,000","$6,500,000","$5,500,000",$0
48,49. Sebastian Aho,CAR,25,"Jul. 26, 1997",Finland,176 lbs - 80 kg,"6'0"" - 183 cm",C,Left,35 - Round 2 - 2015 (CAR),,,,78,36.0,53.0,89.0,1.14,34.0,216.0,0.17,19:37,28.36,216.0,400.0,311.0,1.11,8.47,15.68,12.19,922.0,646.0,58.8,1893.0,1187.0,61.46,1383.0,912.0,60.26,116.26,78.86,59.58,,,,,,,,,CAR,Standard (1-way),,"Jul. 1, 2019",21,,,,5,RFA,UFA,2024,"$8,460,250",10.4%,"$8,460,250","$6,025,000","$775,000","$6,025,000","$5,250,000",$0
49,50. Miro Heiskanen,DAL,23,"Jul. 18, 1999",Finland,190 lbs - 86 kg,"6'1"" - 185 cm",LD/RD,Left,3 - Round 1 - 2017 (DAL),,,,71,9.0,45.0,54.0,0.76,8.0,162.0,0.06,24:32,10.97,162.0,401.0,239.0,0.38,5.58,13.81,8.23,1042.0,706.0,59.61,2156.0,1386.0,60.87,1548.0,1025.0,60.16,127.93,66.87,65.67,,,,,,,,,DAL,Standard (1-way),✔,"Jul. 17, 2021",21,,,,8,RFA,UFA,2029,"$8,450,000",10.4%,"$8,450,000","$10,000,000","$10,000,000","$10,000,000",$0,$0
0,51. Roope Hintz,DAL,26,"Nov. 17, 1996",Finland,220 lbs - 100 kg,"6'3"" - 191 cm",C,Left,49 - Round 2 - 2015 (DAL),,,,80,30.0,35.0,65.0,0.81,26.0,182.0,0.16,17:14,27.87,182.0,330.0,260.0,1.21,7.92,14.36,11.31,853.0,534.0,61.5,1736.0,1146.0,60.24,1245.0,809.0,60.61,107.79,54.61,66.37,,,,,,,,,DAL,Standard (1-way),✔,"Nov. 29, 2022",26,✔,,,8,RFA,UFA,2031,"$8,450,000",10.2%,"$8,450,000","$11,500,000","$7,500,000","$11,500,000","$4,000,000",$0
1,52. Tim Stützle,OTT,21,"Jan. 15, 2002",Germany,190 lbs - 86 kg,"6'0"" - 183 cm",C,Left,3 - Round 1 - 2020 (OTT),,,,75,18.0,52.0,70.0,0.93,-17.0,192.0,0.09,21:07,24.43,192.0,367.0,269.0,0.93,7.27,13.9,10.19,971.0,758.0,56.16,1932.0,1403.0,57.93,1388.0,1023.0,57.57,108.46,78.75,57.93,,,,,,,,,OTT,Standard (1-way),✔,"Sep. 7, 2022",21,,,,8,RFA,UFA,2031,"$8,350,000",10.1%,"$8,350,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
2,53. Brady Tkachuk,OTT,23,"Sep. 16, 1999",United States,212 lbs - 96 kg,"6'4"" - 193 cm",LW,Left,4 - Round 1 - 2018 (OTT),,,,81,37.0,37.0,74.0,0.91,1.0,357.0,0.1,19:08,47.18,357.0,574.0,485.0,1.83,13.81,22.21,18.77,1113.0,662.0,62.7,2130.0,1286.0,62.35,1574.0,917.0,63.19,125.53,68.2,64.79,,,,,,,,,OTT,Standard (1-way),,"Oct. 14, 2021",21,,,,7,RFA,UFA,2028,"$8,205,714",10.1%,"$8,205,714","$10,500,000","$10,500,000","$10,500,000",$0,$0
3,54. Tomas Hertl,VGK,29,"Nov. 12, 1993",Czech Republic,215 lbs - 98 kg,"6'2"" - 188 cm",C,Left,17 - Round 1 - 2012 (SJS),,,,54,17.0,21.0,38.0,0.7,-28.0,124.0,0.14,20:29,17.39,122.0,235.0,175.0,0.96,6.72,12.95,9.65,542.0,579.0,48.35,1173.0,1200.0,49.43,804.0,849.0,48.64,63.85,70.41,47.56,,,,,,,,,SJS,Standard (1-way),✔,"Mar. 16, 2022",28,,,NMC,8,UFA,UFA,2030,"$8,137,500",10.0%,"$8,137,500","$10,000,000","$7,500,000","$10,000,000","$2,500,000",$0
4,55. Jordan Kyrou,STL,25,"May 5, 1998",Canada,175 lbs - 79 kg,"6'0"" - 183 cm",RW,Right,35 - Round 2 - 2016 (STL),,,,82,31.0,36.0,67.0,0.82,-12.0,251.0,0.12,18:19,27.13,251.0,506.0,365.0,1.08,10.02,20.2,14.57,902.0,646.0,58.27,1762.0,1268.0,58.15,1300.0,947.0,57.85,105.11,75.94,58.06,,,,,,,,,STL,Standard (1-way),✔,"Sep. 13, 2022",25,✔,,,8,RFA,UFA,2031,"$8,125,000",9.8%,"$8,125,000","$9,000,000","$9,000,000","$9,000,000",$0,$0
5,56. Robert Thomas,STL,23,"Jul. 2, 1999",Canada,188 lbs - 85 kg,"6'0"" - 183 cm","C, RW",Right,20 - Round 1 - 2017 (STL),,,,82,26.0,60.0,86.0,1.05,9.0,170.0,0.15,20:57,25.77,170.0,326.0,243.0,0.9,5.93,11.38,8.48,957.0,855.0,52.81,1872.0,1666.0,52.91,1388.0,1271.0,52.2,123.75,109.96,52.95,,,,,,,,,STL,Standard (1-way),✔,"Jul. 13, 2022",23,✔,,,8,RFA,UFA,2031,"$8,125,000",9.8%,"$8,125,000","$9,000,000","$9,000,000","$9,000,000",$0,$0
6,57. J.T. Miller,VAN,30,"Mar. 14, 1993",United States,218 lbs - 99 kg,"6'1"" - 185 cm","C, LW, RW",Left,15 - Round 1 - 2011 (NYR),,,,81,37.0,66.0,103.0,1.27,32.0,194.0,0.19,19:29,30.66,194.0,376.0,304.0,1.17,7.37,14.29,11.55,877.0,710.0,55.26,1841.0,1412.0,56.59,1329.0,1040.0,56.1,124.23,84.77,59.44,,,,,,,,,VAN,Standard (1-way),✔,"Sep. 2, 2022",30,,,NMC,7,UFA,UFA,2030,"$8,000,000",9.7%,"$8,000,000","$9,500,000","$1,000,000","$9,500,000","$8,500,000",$0
7,58. Ryan Johansen,PHI,30,"Jul. 31, 1992",Canada,218 lbs - 99 kg,"6'3"" - 191 cm","C, RW",Right,4 - Round 1 - 2010 (CBJ),,,,63,13.0,10.0,23.0,0.37,-6.0,78.0,0.17,13:38,9.64,78.0,132.0,104.0,0.67,5.45,9.21,7.26,455.0,391.0,53.78,904.0,771.0,53.97,633.0,565.0,52.84,46.74,41.72,52.84,,,,,,,,,NSH,Standard (1-way),,"Jul. 28, 2017",24,✔,,,8,RFA,UFA,2025,"$8,000,000",10.7%,"$8,000,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
8,59. Thomas Chabot,OTT,26,"Jan. 30, 1997",Canada,196 lbs - 89 kg,"6'2"" - 188 cm",LD,Left,18 - Round 1 - 2015 (OTT),,,,51,9.0,21.0,30.0,0.59,-3.0,118.0,0.08,23:02,7.2,118.0,262.0,164.0,0.37,6.02,13.38,8.36,662.0,516.0,56.2,1382.0,1068.0,56.41,995.0,736.0,57.48,73.51,54.74,57.32,,,,,,,,,OTT,Standard (1-way),✔,"Sep. 19, 2019",23,,,,8,RFA,UFA,2028,"$8,000,000",9.8%,"$8,000,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
9,60. John Carlson,WSH,33,"Jan. 10, 1990",United States,217 lbs - 98 kg,"6'3"" - 191 cm",RD,Right,27 - Round 1 - 2008 (WSH),,,,82,10.0,42.0,52.0,0.63,-7.0,176.0,0.06,25:53,13.41,176.0,439.0,274.0,0.38,4.97,12.41,7.74,1013.0,1112.0,47.67,2185.0,2359.0,48.09,1546.0,1664.0,48.16,140.76,137.61,50.57,,,,,,,,,WSH,Standard (1-way),✔,"Jun. 25, 2018",28,,,M-NTC,8,UFA,UFA,2026,"$8,000,000",10.1%,"$8,000,000","$6,000,000","$4,000,000","$6,000,000","$2,000,000",$0
10,61. Jacob Trouba,NYR,29,"Feb. 26, 1994",United States,209 lbs - 95 kg,"6'3"" - 191 cm",RD,Right,9 - Round 1 - 2012 (WPG),,,,69,3.0,19.0,22.0,0.32,-4.0,129.0,0.02,21:14,5.36,129.0,271.0,164.0,0.22,5.28,11.09,6.71,636.0,818.0,43.74,1290.0,1733.0,42.67,917.0,1206.0,43.19,62.65,87.95,41.6,,,,,,,,,NYR,Standard (1-way),,"Jul. 19, 2019",25,✔,✔,NMC,7,RFA,UFA,2026,"$8,000,000",9.8%,"$8,000,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
11,62. Brent Burns,CAR,38,"Mar. 9, 1985",Canada,230 lbs - 104 kg,"6'5"" - 196 cm",RD,Right,20 - Round 1 - 2003 (MIN),,,,82,10.0,33.0,43.0,0.52,19.0,185.0,0.05,21:30,9.85,185.0,537.0,301.0,0.34,6.3,18.27,10.24,1052.0,760.0,58.06,2256.0,1447.0,60.92,1578.0,1093.0,59.08,122.68,92.0,57.15,,,,,,,,,SJS,Standard (1-way),✔,"Nov. 22, 2016",32,,,M-NTC,8,UFA,UFA,2025,"$8,000,000",11.0%,"$8,000,000","$5,000,000","$3,000,000","$5,000,000","$2,000,000",$0
12,63. Logan Couture,SJS,34,"Mar. 28, 1989",Canada,200 lbs - 91 kg,"6'1"" - 185 cm",C,Left,9 - Round 1 - 2007 (SJS),,,,6,0.0,1.0,1.0,0.17,0.0,7.0,0.0,18:45,1.27,7.0,20.0,14.0,0.68,3.73,10.66,7.47,39.0,66.0,37.14,105.0,138.0,43.21,72.0,100.0,41.86,6.61,6.98,48.64,,,,,,,,,SJS,Standard (1-way),✔,"Jul. 1, 2018",30,,,M-NTC,8,UFA,UFA,2027,"$8,000,000",10.1%,"$8,000,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
13,64. Jack Hughes,NJD,22,"May 14, 2001",United States,170 lbs - 77 kg,"5'11"" - 180 cm",C,Left,1 - Round 1 - 2019 (NJD),,,,62,27.0,47.0,74.0,1.19,-12.0,274.0,0.1,20:58,28.87,274.0,523.0,363.0,1.33,12.64,24.13,16.75,888.0,557.0,61.45,1767.0,1013.0,63.56,1234.0,787.0,61.06,104.33,68.15,60.49,,,,,,,,,NJD,Standard (1-way),✔,"Nov. 30, 2021",21,,,,8,RFA,UFA,2030,"$8,000,000",9.8%,"$8,000,000","$8,500,000","$8,500,000","$8,500,000",$0,$0
14,65. Joshua Norris,OTT,24,"May 5, 1999",United States,199 lbs - 90 kg,"6'1"" - 185 cm",C,Left,19 - Round 1 - 2017 (SJS),,,,50,16.0,14.0,30.0,0.6,-6.0,115.0,0.14,17:38,12.91,115.0,208.0,154.0,0.88,7.82,14.15,10.48,524.0,390.0,57.33,1020.0,791.0,56.32,737.0,561.0,56.78,55.48,42.18,56.81,,,,,,,,,OTT,Standard (1-way),,"Jul. 14, 2022",23,,,,8,RFA,UFA,2030,"$7,950,000",9.6%,"$7,950,000","$6,500,000","$6,500,000","$6,500,000",$0,$0
15,66. Jesper Bratt,NJD,24,"Jul. 30, 1998",Sweden,175 lbs - 79 kg,"5'10"" - 178 cm","RW, LW",Left,162 - Round 6 - 2016 (NJD),,,,82,27.0,56.0,83.0,1.01,-6.0,248.0,0.11,19:18,30.15,248.0,447.0,349.0,1.13,9.4,16.94,13.23,1032.0,735.0,58.4,2070.0,1320.0,61.06,1449.0,1027.0,58.52,124.83,99.99,55.52,,,,,,,,,NJD,Standard (1-way),✔,"Jun. 15, 2023",24,✔,,,8,RFA,UFA,2031,"$7,875,000",9.5%,"$7,875,000","$10,000,000","$5,000,000","$10,000,000","$5,000,000",$0
16,67. Victor Hedman,TBL,32,"Dec. 18, 1990",Sweden,229 lbs - 104 kg,"6'6"" - 198 cm",LD,Left,2 - Round 1 - 2009 (TBL),,,,78,13.0,63.0,76.0,0.97,18.0,168.0,0.08,24:48,12.57,168.0,403.0,268.0,0.39,5.21,12.49,8.31,1110.0,974.0,53.26,2215.0,1865.0,54.29,1628.0,1382.0,54.09,136.05,122.39,52.64,,,,,,,,,TBL,Standard (1-way),✔,"Jul. 1, 2016",25,,,M-NTC,8,UFA,UFA,2025,"$7,875,000",10.8%,"$7,875,000","$8,000,000","$5,000,000","$8,000,000","$3,000,000",$0
17,68. Alex DeBrincat,DET,25,"Dec. 18, 1997",United States,165 lbs - 75 kg,"5'7"" - 170 cm","LW, RW",Right,39 - Round 2 - 2016 (CHI),,,,82,27.0,40.0,67.0,0.82,1.0,237.0,0.11,17:53,27.79,237.0,482.0,350.0,1.13,9.69,19.71,14.31,873.0,675.0,56.4,1701.0,1362.0,55.53,1235.0,990.0,55.51,95.11,74.54,56.06,,,,,,,,,DET,Standard (1-way),,"Jul. 9, 2023",25,✔,✔,,4,RFA,UFA,2027,"$7,875,000",9.4%,"$7,875,000","$8,250,000","$8,250,000","$8,250,000",$0,$0
18,69. Nick Suzuki,MTL,23,"Aug. 10, 1999",Canada,212 lbs - 96 kg,"5'11"" - 180 cm",C,Right,13 - Round 1 - 2017 (VGK),,,,82,33.0,44.0,77.0,0.94,-14.0,185.0,0.18,21:15,26.1,185.0,324.0,266.0,0.9,6.37,11.15,9.15,971.0,818.0,54.28,1867.0,1600.0,53.85,1388.0,1165.0,54.37,113.21,90.32,55.62,,,,,,,,,MTL,Standard (1-way),✔,"Oct. 12, 2021",22,,,,8,RFA,UFA,2030,"$7,875,000",9.7%,"$7,875,000","$10,000,000","$10,000,000","$10,000,000",$0,$0
19,70. Kevin Fiala,LAK,26,"Jul. 22, 1996",Switzerland,193 lbs - 88 kg,"5'10"" - 178 cm","RW, LW",Left,11 - Round 1 - 2014 (NSH),,,,82,29.0,44.0,73.0,0.89,1.0,225.0,0.13,18:02,26.19,220.0,457.0,335.0,1.08,9.05,18.79,13.77,904.0,543.0,62.47,1773.0,1105.0,61.61,1314.0,778.0,62.81,103.42,53.22,66.02,,,,,,,,,LAK,Standard (1-way),✔,"Jun. 29, 2022",25,✔,,NMC,7,RFA,UFA,2029,"$7,875,000",9.5%,"$7,875,000","$8,125,000","$4,875,000","$8,125,000","$3,250,000",$0
20,71. Quinn Hughes,VAN,23,"Oct. 14, 1999",United States,170 lbs - 77 kg,"5'10"" - 178 cm",LD,Left,7 - Round 1 - 2018 (VAN),,,,82,17.0,75.0,92.0,1.12,38.0,199.0,0.09,24:41,11.17,198.0,533.0,294.0,0.33,5.94,15.98,8.81,1158.0,821.0,58.51,2455.0,1491.0,62.21,1737.0,1155.0,60.06,147.62,87.01,62.92,,,,,,,,,VAN,Standard (1-way),,"Oct. 1, 2021",21,,,,6,RFA,UFA,2027,"$7,850,000",9.6%,"$7,850,000","$8,600,000","$8,600,000","$8,600,000",$0,$0
21,72. Cole Caufield,MTL,22,"Jan. 2, 2001",United States,176 lbs - 80 kg,"5'8"" - 173 cm","LW, RW",Right,15 - Round 1 - 2019 (MTL),,,,82,28.0,37.0,65.0,0.79,-4.0,314.0,0.09,19:25,33.13,314.0,564.0,436.0,1.25,11.83,21.25,16.43,939.0,732.0,56.19,1796.0,1447.0,55.38,1335.0,1056.0,55.83,106.7,75.58,58.54,,,,,,,,,MTL,Standard (1-way),✔,"Jun. 5, 2023",22,,,,8,RFA,UFA,2031,"$7,850,000",9.5%,"$7,850,000","$9,975,000","$4,975,000","$9,975,000","$5,000,000",$0
22,73. Evgeny Kuznetsov,CAR,31,"May 19, 1992",Russia,197 lbs - 89 kg,"6'2"" - 188 cm",C,Left,26 - Round 1 - 2010 (WSH),,,,63,8.0,16.0,24.0,0.38,-11.0,96.0,0.08,17:33,12.49,96.0,193.0,141.0,0.68,5.21,10.48,7.66,526.0,551.0,48.84,1079.0,1098.0,49.56,770.0,808.0,48.8,61.79,64.31,49.0,,,,,,,,,WSH,Standard (1-way),,"Jul. 2, 2017",25,✔,,M-NTC,8,RFA,UFA,2025,"$7,800,000",10.4%,"$7,800,000","$8,000,000","$6,000,000","$8,000,000","$2,000,000",$0
23,74. Dmitry Orlov,CAR,31,"Jul. 23, 1991",Russia,208 lbs - 94 kg,"5'11"" - 180 cm",LD,Left,55 - Round 2 - 2009 (WSH),,,,82,6.0,20.0,26.0,0.32,4.0,129.0,0.05,17:18,7.88,129.0,320.0,200.0,0.33,5.45,13.52,8.44,720.0,547.0,56.83,1539.0,1048.0,59.49,1113.0,768.0,59.17,71.43,53.31,57.26,,,,,,,,,CAR,Standard (1-way),,"Jul. 1, 2023",31,,,,2,UFA,UFA,2025,"$7,750,000",9.3%,"$7,750,000","$7,750,000","$4,750,000","$7,750,000","$3,000,000",$0
24,75. Andrei Svechnikov,CAR,23,"Mar. 26, 2000",Russia,195 lbs - 88 kg,"6'2"" - 188 cm","LW, RW",Left,2 - Round 1 - 2018 (CAR),,,,59,19.0,33.0,52.0,0.88,13.0,144.0,0.13,16:58,21.33,144.0,305.0,223.0,1.28,8.63,18.28,13.37,654.0,438.0,59.89,1398.0,783.0,64.09,1003.0,614.0,62.03,79.88,48.87,62.04,,,,,,,,,CAR,Standard (1-way),,"Aug. 26, 2021",21,,,,8,RFA,UFA,2029,"$7,750,000",9.5%,"$7,750,000","$9,000,000","$9,000,000","$9,000,000",$0,$0
25,76. Jason Robertson,DAL,23,"Jul. 22, 1999",United States,194 lbs - 88 kg,"6'2"" - 188 cm","LW, RW",Left,39 - Round 2 - 2017 (DAL),,,✔,82,29.0,51.0,80.0,0.98,19.0,231.0,0.13,18:19,24.86,231.0,477.0,334.0,0.99,9.22,19.05,13.34,938.0,551.0,63.0,1913.0,1166.0,62.13,1361.0,830.0,62.12,112.75,51.19,68.78,,,,,,,,,DAL,Standard (1-way),,"Oct. 6, 2022",22,,,,4,RFA,RFA,2026,"$7,750,000",9.4%,"$7,750,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
26,77. Sean Couturier,PHI,30,"Dec. 7, 1992",United States,211 lbs - 96 kg,"6'3"" - 191 cm",C,Left,8 - Round 1 - 2011 (PHI),,,,74,11.0,27.0,38.0,0.51,-10.0,192.0,0.06,17:49,20.76,192.0,316.0,249.0,0.94,8.74,14.38,11.33,789.0,533.0,59.68,1602.0,1110.0,59.07,1121.0,743.0,60.14,79.64,60.06,57.01,,,,,,,,,PHI,Standard (1-way),✔,"Aug. 26, 2021",29,,,NMC,8,UFA,UFA,2030,"$7,750,000",9.5%,"$7,750,000","$9,000,000","$4,000,000","$9,000,000","$5,000,000",$0
27,78. Jared Spurgeon,MIN,33,"Nov. 29, 1989",Canada,167 lbs - 76 kg,"5'9"" - 175 cm",RD,Right,156 - Round 6 - 2008 (NYI),,,,16,0.0,5.0,5.0,0.31,5.0,21.0,0.0,23:19,1.22,21.0,54.0,29.0,0.2,3.38,8.68,4.66,190.0,178.0,51.63,416.0,393.0,51.42,293.0,275.0,51.58,22.94,20.84,52.4,,,,,,,,,MIN,Standard (1-way),✔,"Sep. 14, 2019",30,,,NMC,7,UFA,UFA,2027,"$7,575,000",9.3%,"$7,575,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
28,79. Aaron Ekblad,FLA,27,"Feb. 7, 1996",Canada,215 lbs - 98 kg,"6'4"" - 193 cm",RD,Right,1 - Round 1 - 2014 (FLA),,,,51,4.0,14.0,18.0,0.35,27.0,98.0,0.04,20:51,6.13,98.0,226.0,151.0,0.35,5.53,12.74,8.52,569.0,525.0,52.01,1192.0,997.0,54.45,833.0,746.0,52.75,65.06,55.97,53.76,,,,,,,,,FLA,Standard (1-way),✔,"Jul. 1, 2016",20,,,NMC,8,RFA,UFA,2025,"$7,500,000",10.3%,"$7,500,000","$7,000,000","$4,000,000","$7,000,000","$3,000,000",$0
29,80. Morgan Rielly,TOR,29,"Mar. 9, 1994",Canada,219 lbs - 99 kg,"6'1"" - 185 cm",LD,Left,5 - Round 1 - 2012 (TOR),,,,72,7.0,51.0,58.0,0.81,7.0,173.0,0.04,23:44,9.66,173.0,360.0,242.0,0.34,6.07,12.64,8.49,1031.0,810.0,56.0,2025.0,1652.0,55.07,1459.0,1199.0,54.89,121.93,88.8,57.86,,,,,,,,,TOR,Standard (1-way),✔,"Oct. 29, 2021",28,,,NMC,8,UFA,UFA,2030,"$7,500,000",9.2%,"$7,500,000","$10,000,000","$5,000,000","$10,000,000","$5,000,000",$0
30,81. Elias Pettersson,VAN,24,"Nov. 12, 1998",Sweden,176 lbs - 80 kg,"6'2"" - 188 cm","C, LW",Left,5 - Round 1 - 2017 (VAN),,,✔,82,34.0,55.0,89.0,1.09,20.0,207.0,0.16,19:39,30.53,207.0,400.0,300.0,1.14,7.8,15.07,11.3,895.0,680.0,56.83,1846.0,1349.0,57.78,1343.0,980.0,57.81,122.77,81.01,60.25,,,,,,,,,VAN,Standard (1-way),,"Oct. 1, 2021",22,,,,3,RFA,RFA,2024,"$7,350,000",9.0%,"$7,350,000","$10,250,000","$10,250,000","$10,250,000",$0,$0
31,82. Vince Dunn,SEA,26,"Oct. 29, 1996",Canada,203 lbs - 92 kg,"6'0"" - 183 cm",LD/RD,Left,56 - Round 2 - 2015 (STL),,,,59,11.0,35.0,46.0,0.78,8.0,120.0,0.09,23:05,7.01,120.0,328.0,172.0,0.31,5.29,14.45,7.58,736.0,627.0,54.0,1611.0,1205.0,57.21,1080.0,914.0,54.16,80.63,59.2,57.66,,,,,,,,,SEA,Standard (1-way),,"Jul. 21, 2023",26,✔,✔,,4,RFA,UFA,2027,"$7,350,000",8.8%,"$7,350,000","$9,000,000","$9,000,000","$9,000,000",$0,$0
32,83. Nico Hischier,NJD,24,"Jan. 4, 1999",Switzerland,175 lbs - 79 kg,"6'1"" - 185 cm",C,Left,1 - Round 1 - 2017 (NJD),,,,71,27.0,40.0,67.0,0.94,-5.0,182.0,0.15,19:28,31.64,182.0,328.0,259.0,1.37,7.89,14.23,11.23,829.0,665.0,55.49,1708.0,1239.0,57.96,1190.0,938.0,55.92,109.66,88.29,55.4,,,,,,,,,NJD,Standard (1-way),✔,"Oct. 18, 2019",21,,,,7,RFA,UFA,2027,"$7,250,000",8.9%,"$7,250,000","$7,750,000","$7,750,000","$7,750,000",$0,$0
33,84. Clayton Keller,UTA,24,"Jul. 29, 1998",United States,170 lbs - 77 kg,"5'10"" - 178 cm","LW, RW",Left,7 - Round 1 - 2016 (ARI),,,,78,33.0,43.0,76.0,0.97,-20.0,228.0,0.14,19:14,27.06,228.0,430.0,331.0,1.08,9.11,17.19,13.23,780.0,631.0,55.28,1593.0,1195.0,57.14,1175.0,897.0,56.71,95.27,74.16,56.23,,,,,,,,,ARI,Standard (1-way),✔,"Sep. 4, 2019",21,,,,8,RFA,UFA,2028,"$7,150,000",8.8%,"$7,150,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
34,85. Kevin Hayes,STL,31,"May 8, 1992",United States,216 lbs - 98 kg,"6'5"" - 196 cm",C,Left,24 - Round 1 - 2010 (CHI),,,,79,13.0,16.0,29.0,0.37,0.0,153.0,0.09,14:28,17.53,153.0,271.0,207.0,0.92,8.02,14.23,10.87,562.0,585.0,49.0,1070.0,1092.0,49.49,787.0,823.0,48.88,57.12,54.09,51.36,,,,,,,,,PHI,Standard (1-way),✔,"Jun. 18, 2019",27,,,M-NTC,7,UFA,UFA,2026,"$7,142,857",9.0%,"$7,142,857","$6,500,000","$6,500,000","$6,500,000",$0,$0
35,86. Kyle Connor,WPG,26,"Dec. 9, 1996",United States,182 lbs - 83 kg,"6'1"" - 185 cm",LW,Left,17 - Round 1 - 2015 (WPG),,,,65,34.0,27.0,61.0,0.94,-6.0,221.0,0.15,19:43,24.27,221.0,398.0,290.0,1.13,10.34,18.63,13.57,727.0,626.0,53.73,1393.0,1180.0,54.14,1028.0,891.0,53.57,84.4,68.45,55.21,,,,,,,,,WPG,Standard (1-way),,"Sep. 28, 2019",22,,,,7,RFA,UFA,2026,"$7,142,857",8.8%,"$7,142,857","$7,500,000","$7,500,000","$7,500,000",$0,$0
36,87. Tage Thompson,BUF,25,"Oct. 30, 1997",United States,215 lbs - 98 kg,"6'6"" - 198 cm",C,Right,26 - Round 1 - 2016 (STL),,,,71,29.0,27.0,56.0,0.79,-1.0,246.0,0.12,18:07,24.44,246.0,474.0,341.0,1.13,11.47,22.11,15.91,821.0,593.0,58.06,1562.0,1178.0,57.01,1137.0,873.0,56.57,82.1,77.98,51.28,,,,,,,,,BUF,Standard (1-way),✔,"Aug. 30, 2022",25,✔,,,7,RFA,UFA,2030,"$7,142,857",8.7%,"$7,142,857","$7,142,858","$5,142,858","$7,142,858","$2,000,000",$0
